icao24;callsign;estDepartureAirport;estArrivalAirport;firstSeen_dt;lastSeen_dt;fecha_salida;hora_salida;dia_semana;mes;anio;duracion_minutos
acc31a;AAL17   ;KMIA;;2024-01-29 12:24:01;2024-01-29 12:34:09;2024-01-29;12;Monday;1;2024;10,133333333333333
896557;FDB1289 ;OMDB;;2024-01-29 12:31:30;2024-01-29 12:43:19;2024-01-29;12;Monday;1;2024;11,816666666666666
a08dc5;N135AA  ;KLEX;KAAS;2024-01-29 12:27:51;2024-01-29 12:48:27;2024-01-29;12;Monday;1;2024;20,6
a349b8;CXK1019 ;KRDU;KRDU;2024-01-29 12:04:22;2024-01-29 12:43:59;2024-01-29;12;Monday;1;2024;39,61666666666667
e48dc5;TAM3438 ;;;2024-01-29 12:15:38;2024-01-29 12:27:59;2024-01-29;12;Monday;1;2024;12,35
447d44;MOETA87 ;LOXZ;LOXZ;2024-01-29 12:02:49;2024-01-29 12:28:36;2024-01-29;12;Monday;1;2024;25,78333333333333
89647e;UAE803  ;OMDB;;2024-01-29 12:20:00;2024-01-29 12:36:36;2024-01-29;12;Monday;1;2024;16,6
a02187;N1073S  ;KMGM;AL76;2024-01-29 12:04:58;2024-01-29 12:17:54;2024-01-29;12;Monday;1;2024;12,933333333333334
a19b2f;GPD202  ;KBED;KHPN;2024-01-29 12:07:43;2024-01-29 12:46:47;2024-01-29;12;Monday;1;2024;39,06666666666667
a68044;N518MK  ;KTTN;KTEB;2024-01-29 12:00:16;2024-01-29 12:21:57;2024-01-29;12;Monday;1;2024;21,683333333333334
ac8eca;N908VL  ;PR07;TJIG;2024-01-29 12:11:37;2024-01-29 12:24:26;2024-01-29;12;Monday;1;2024;12,816666666666666
300808;IDADM   ;;LIRU;2024-01-29 12:27:41;2024-01-29 12:48:57;2024-01-29;12;Monday;1;2024;21,266666666666666
3c4d4a;KLM21G  ;EHAM;EDDL;2024-01-29 12:27:33;2024-01-29 12:52:55;2024-01-29;12;Monday;1;2024;25,366666666666667
3df2d4;GAM955A ;;EDXI;2024-01-29 12:41:45;2024-01-29 12:52:23;2024-01-29;12;Monday;1;2024;10,633333333333333
502d33;IGO144  ;;VOBL;2024-01-29 12:20:13;2024-01-29 12:59:38;2024-01-29;12;Monday;1;2024;39,41666666666666
8014b4;IGO270W ;VOBL;;2024-01-29 12:28:38;2024-01-29 12:54:13;2024-01-29;12;Monday;1;2024;25,58333333333333
84640c;JTA128  ;;RJBB;2024-01-29 12:07:15;2024-01-29 12:31:53;2024-01-29;12;Monday;1;2024;24,633333333333333
4ca812;RYR2EB  ;EIDW;EGCC;2024-01-29 12:10:08;2024-01-29 12:45:59;2024-01-29;12;Monday;1;2024;35,85
71c220;TWB730  ;;RKSS;2024-01-29 12:11:55;2024-01-29 12:53:29;2024-01-29;12;Monday;1;2024;41,56666666666667
780578;CDG2167 ;;;2024-01-29 12:18:08;2024-01-29 12:29:57;2024-01-29;12;Monday;1;2024;11,816666666666666
780ec4;AMU196  ;;;2024-01-29 12:12:35;2024-01-29 12:26:59;2024-01-29;12;Monday;1;2024;14,4
a1d61f;N21718  ;KGYR;KBXK;2024-01-29 12:30:45;2024-01-29 12:42:20;2024-01-29;12;Monday;1;2024;11,583333333333334
a5d73c;N47586  ;KHWO;FA69;2024-01-29 12:21:07;2024-01-29 12:53:25;2024-01-29;12;Monday;1;2024;32,3
0d0ee3;VIV1100 ;MMMX;;2024-01-29 12:35:08;2024-01-29 12:55:56;2024-01-29;12;Monday;1;2024;20,8
3d3636;DESTY   ;EDAH;EDCP;2024-01-29 12:38:40;2024-01-29 12:52:26;2024-01-29;12;Monday;1;2024;13,766666666666667
4ca92b;RYR5TE  ;LEAL;GMTN;2024-01-29 12:04:53;2024-01-29 12:58:26;2024-01-29;12;Monday;1;2024;53,55
a459b6;N38HX   ;2GE5;KPDK;2024-01-29 12:10:07;2024-01-29 12:20:19;2024-01-29;12;Monday;1;2024;10,2
a548c6;N44FE   ;KASG;KH34;2024-01-29 12:43:10;2024-01-29 12:53:21;2024-01-29;12;Monday;1;2024;10,183333333333334
ad1218;AAL579  ;KAUS;KDFW;2024-01-29 12:02:05;2024-01-29 12:40:48;2024-01-29;12;Monday;1;2024;38,71666666666667
458d42;OYCJB   ;EBLE;EBGB;2024-01-29 12:11:39;2024-01-29 12:39:57;2024-01-29;12;Monday;1;2024;28,3
47bf37;DOC55   ;ENKJ;ENGM;2024-01-29 12:00:50;2024-01-29 12:16:40;2024-01-29;12;Monday;1;2024;15,833333333333334
800d87;IGO562  ;VOMM;;2024-01-29 12:08:02;2024-01-29 12:37:54;2024-01-29;12;Monday;1;2024;29,866666666666667
a9809d;N711JS  ;KCRG;KCRG;2024-01-29 12:49:24;2024-01-29 12:59:55;2024-01-29;12;Monday;1;2024;10,516666666666667
0d0689;SLI2080 ;MMMX;;2024-01-29 12:42:38;2024-01-29 12:57:42;2024-01-29;12;Monday;1;2024;15,066666666666666
471daf;WZZ3NE  ;;LHBP;2024-01-29 12:12:11;2024-01-29 12:36:56;2024-01-29;12;Monday;1;2024;24,75
4d21f2;RYR86CG ;;;2024-01-29 12:08:14;2024-01-29 12:39:44;2024-01-29;12;Monday;1;2024;31,5
800db1;IGO7918 ;VOBL;;2024-01-29 12:30:05;2024-01-29 12:58:48;2024-01-29;12;Monday;1;2024;28,716666666666665
abadd6;SWA406  ;KAUS;KDAL;2024-01-29 12:11:33;2024-01-29 12:51:28;2024-01-29;12;Monday;1;2024;39,91666666666666
346182;ANE11JD ;LEIB;LEAL;2024-01-29 12:15:35;2024-01-29 12:50:59;2024-01-29;12;Monday;1;2024;35,4
3986a3;FHBVD   ;LFBY;;2024-01-29 12:07:04;2024-01-29 12:21:44;2024-01-29;12;Monday;1;2024;14,666666666666666
4601f9;FIN3W   ;EFHK;EETN;2024-01-29 12:38:03;2024-01-29 12:59:17;2024-01-29;12;Monday;1;2024;21,23333333333333
47c039;NOR255  ;ENBR;;2024-01-29 12:04:14;2024-01-29 12:26:42;2024-01-29;12;Monday;1;2024;22,466666666666665
706025;KAC619  ;OKBK;;2024-01-29 12:17:30;2024-01-29 12:27:56;2024-01-29;12;Monday;1;2024;10,433333333333334
a24720;RPA5775 ;KLGA;KBOS;2024-01-29 12:15:31;2024-01-29 12:54:20;2024-01-29;12;Monday;1;2024;38,81666666666667
e49b82;AZU2974 ;SBKP;;2024-01-29 12:10:32;2024-01-29 12:33:59;2024-01-29;12;Monday;1;2024;23,45
0d0b7c;VIV4179 ;;;2024-01-29 12:40:13;2024-01-29 12:55:21;2024-01-29;12;Monday;1;2024;15,133333333333333
44022b;AUA72G  ;LOWW;;2024-01-29 12:05:12;2024-01-29 12:44:25;2024-01-29;12;Monday;1;2024;39,21666666666667
3e1683;CHX29   ;EDDH;EDDH;2024-01-29 12:05:00;2024-01-29 12:19:29;2024-01-29;12;Monday;1;2024;14,483333333333333
4cadcc;ITY1642 ;;LIML;2024-01-29 12:03:03;2024-01-29 12:57:48;2024-01-29;12;Monday;1;2024;54,75
880c43;AIQ3110 ;VTBD;;2024-01-29 12:02:02;2024-01-29 12:38:24;2024-01-29;12;Monday;1;2024;36,36666666666667
8964c6;ABY401  ;OMSJ;;2024-01-29 12:38:45;2024-01-29 12:51:11;2024-01-29;12;Monday;1;2024;12,433333333333334
a4c164;AAH57   ;;;2024-01-29 12:43:11;2024-01-29 12:53:35;2024-01-29;12;Monday;1;2024;10,4
a992b0;N716DP  ;KRBD;KRBD;2024-01-29 12:18:35;2024-01-29 12:48:29;2024-01-29;12;Monday;1;2024;29,9
4067ce;GWPDD   ;EGGD;EGNX;2024-01-29 12:05:33;2024-01-29 12:50:30;2024-01-29;12;Monday;1;2024;44,95
44ce85;OOSTE   ;EBGB;EBKT;2024-01-29 12:33:58;2024-01-29 12:52:18;2024-01-29;12;Monday;1;2024;18,33333333333333
3b752d;MET42   ;;LFBN;2024-01-29 12:02:33;2024-01-29 12:50:41;2024-01-29;12;Monday;1;2024;48,13333333333333
501dc4;CTN6X   ;;;2024-01-29 12:17:07;2024-01-29 12:30:43;2024-01-29;12;Monday;1;2024;13,6
4d234b;RYR832Q ;;LIRA;2024-01-29 12:12:23;2024-01-29 12:46:08;2024-01-29;12;Monday;1;2024;33,75
a39e8a;        ;9TA1;KSAT;2024-01-29 12:06:35;2024-01-29 12:19:04;2024-01-29;12;Monday;1;2024;12,483333333333333
a7ef3c;N610FA  ;KLOM;KLOM;2024-01-29 12:37:19;2024-01-29 12:52:15;2024-01-29;12;Monday;1;2024;14,933333333333334
ac2cb6;N884AE  ;KPWA;K3O3;2024-01-29 12:06:05;2024-01-29 12:26:53;2024-01-29;12;Monday;1;2024;20,8
4b3293;HBTDZ   ;LSGR;LSGR;2024-01-29 12:25:42;2024-01-29 12:37:41;2024-01-29;12;Monday;1;2024;11,983333333333333
4b3293;HBTDZ   ;LSGR;LSGR;2024-01-29 12:03:39;2024-01-29 12:15:21;2024-01-29;12;Monday;1;2024;11,7
800b63;AIC237  ;VIDP;;2024-01-29 12:04:04;2024-01-29 12:38:43;2024-01-29;12;Monday;1;2024;34,65
a1fb3c;N227CH  ;KRDU;;2024-01-29 12:14:18;2024-01-29 12:33:42;2024-01-29;12;Monday;1;2024;19,4
aa63ed;ENY3609 ;KCMI;KORD;2024-01-29 12:15:13;2024-01-29 12:50:19;2024-01-29;12;Monday;1;2024;35,1
adfd72;CNV6129 ;;;2024-01-29 12:21:07;2024-01-29 12:55:52;2024-01-29;12;Monday;1;2024;34,75
c00e93;AKT101  ;CYOW;;2024-01-29 12:03:50;2024-01-29 12:29:39;2024-01-29;12;Monday;1;2024;25,816666666666663
493291;NJE117A ;ESMK;EDDB;2024-01-29 12:07:33;2024-01-29 12:47:58;2024-01-29;12;Monday;1;2024;40,41666666666666
3ddc6b;CHX84   ;EDAQ;EDBT;2024-01-29 12:14:42;2024-01-29 12:31:20;2024-01-29;12;Monday;1;2024;16,633333333333333
4b7f65;V620    ;LSZL;LSZL;2024-01-29 12:20:21;2024-01-29 12:55:38;2024-01-29;12;Monday;1;2024;35,28333333333333
a09d9f;N139LE  ;EHGG;EHBK;2024-01-29 12:13:50;2024-01-29 12:58:16;2024-01-29;12;Monday;1;2024;44,43333333333333
4cc539;FEI752  ;BIRK;;2024-01-29 12:06:43;2024-01-29 12:24:59;2024-01-29;12;Monday;1;2024;18,266666666666666
800b52;LLR643  ;VIDP;;2024-01-29 12:12:26;2024-01-29 12:36:45;2024-01-29;12;Monday;1;2024;24,316666666666663
a96ebd;N707BW  ;KFKR;KBMI;2024-01-29 12:15:52;2024-01-29 12:53:28;2024-01-29;12;Monday;1;2024;37,6
aa1a81;SKW3058 ;;KDFW;2024-01-29 12:10:53;2024-01-29 12:59:25;2024-01-29;12;Monday;1;2024;48,53333333333333
0d0a26;VOI158  ;;;2024-01-29 12:08:39;2024-01-29 12:30:52;2024-01-29;12;Monday;1;2024;22,216666666666665
40789e;BHL43J  ;EGPD;;2024-01-29 12:12:00;2024-01-29 12:52:46;2024-01-29;12;Monday;1;2024;40,766666666666666
4406cf;OEXHV   ;EDNK;EDNK;2024-01-29 12:14:32;2024-01-29 12:42:11;2024-01-29;12;Monday;1;2024;27,65
780525;CCA117  ;;VHHH;2024-01-29 12:24:37;2024-01-29 12:50:24;2024-01-29;12;Monday;1;2024;25,78333333333333
89648b;FDB647  ;OMDB;;2024-01-29 12:04:33;2024-01-29 12:19:53;2024-01-29;12;Monday;1;2024;15,333333333333334
a026fc;AMX820  ;MMMX;;2024-01-29 12:32:02;2024-01-29 12:48:48;2024-01-29;12;Monday;1;2024;16,766666666666666
3443d4;VLG2VX  ;LEBL;;2024-01-29 12:28:11;2024-01-29 12:47:14;2024-01-29;12;Monday;1;2024;19,05
4613d0;FIH50   ;;EFOU;2024-01-29 12:42:41;2024-01-29 12:54:29;2024-01-29;12;Monday;1;2024;11,8
a47a47;N388P   ;KLEE;KX50;2024-01-29 12:29:29;2024-01-29 12:47:55;2024-01-29;12;Monday;1;2024;18,433333333333334
a6dbf3;DAL370  ;;KLAX;2024-01-29 12:11:04;2024-01-29 12:46:57;2024-01-29;12;Monday;1;2024;35,88333333333333
a96c72;SKW3115 ;;KDFW;2024-01-29 12:30:07;2024-01-29 12:52:13;2024-01-29;12;Monday;1;2024;22,1
aa95bf;RLC781  ;KGAO;;2024-01-29 12:41:24;2024-01-29 12:52:25;2024-01-29;12;Monday;1;2024;11,016666666666667
abd75a;N862MB  ;;KTUS;2024-01-29 12:22:10;2024-01-29 12:41:09;2024-01-29;12;Monday;1;2024;18,98333333333333
3c5eee;GWI30BJ ;EDDM;EDDH;2024-01-29 12:02:04;2024-01-29 12:55:19;2024-01-29;12;Monday;1;2024;53,25
3d54b2;DFEIC   ;LOWL;EDMV;2024-01-29 12:12:53;2024-01-29 12:32:39;2024-01-29;12;Monday;1;2024;19,766666666666666
4baa0b;THY8FD  ;LTFM;;2024-01-29 12:18:00;2024-01-29 12:46:57;2024-01-29;12;Monday;1;2024;28,95
750530;AXM8005 ;;WMKK;2024-01-29 12:01:54;2024-01-29 12:23:13;2024-01-29;12;Monday;1;2024;21,316666666666663
888129;HVN218  ;;VVGL;2024-01-29 12:34:37;2024-01-29 12:58:19;2024-01-29;12;Monday;1;2024;23,7
a8feb8;SKW5605 ;KSBN;KORD;2024-01-29 12:29:41;2024-01-29 12:50:28;2024-01-29;12;Monday;1;2024;20,78333333333333
0092c6;ZSHCF   ;FADR;FAGM;2024-01-29 12:14:54;2024-01-29 12:24:56;2024-01-29;12;Monday;1;2024;10,033333333333331
43ed4b;SEGUL21 ;;;2024-01-29 12:39:22;2024-01-29 12:51:14;2024-01-29;12;Monday;1;2024;11,866666666666667
48adaf;LOT3837 ;EPWA;EPGD;2024-01-29 12:21:20;2024-01-29 12:57:59;2024-01-29;12;Monday;1;2024;36,65
3c6662;DLH2WU  ;EDDF;EDDB;2024-01-29 12:08:30;2024-01-29 12:55:47;2024-01-29;12;Monday;1;2024;47,28333333333333
4b43ed;HBZSV   ;;LSTA;2024-01-29 12:19:12;2024-01-29 12:39:11;2024-01-29;12;Monday;1;2024;19,98333333333333
8014c4;VTI775  ;;;2024-01-29 12:42:14;2024-01-29 12:53:20;2024-01-29;12;Monday;1;2024;11,1
a1c5ef;N213PC  ;KAGC;KZER;2024-01-29 12:09:28;2024-01-29 12:48:28;2024-01-29;12;Monday;1;2024;39,0
a87f41;PDT5835 ;;KCLT;2024-01-29 12:09:45;2024-01-29 12:36:26;2024-01-29;12;Monday;1;2024;26,683333333333334
